Timestamp, Latitude, Northing, Longitude, Easting, Northing2, Zone
1487795328208774, 42.3387283333, 4689501.50428, -71.09005, 327824.432627, 4689501.50428, 19
1487795329209603, 42.3387283333, 4689501.50428, -71.09005, 327824.432627, 4689501.50428, 19
1487795330208796, 42.3387283333, 4689501.50428, -71.09005, 327824.432627, 4689501.50428, 19
1487795331208848, 42.3387283333, 4689501.50428, -71.09005, 327824.432627, 4689501.50428, 19
1487795332209270, 42.3387266667, 4689501.31921, -71.09005, 327824.428078, 4689501.31921, 19
1487795333208974, 42.3387266667, 4689501.31921, -71.09005, 327824.428078, 4689501.31921, 19
1487795334208833, 42.3387266667, 4689501.31921, -71.09005, 327824.428078, 4689501.31921, 19
1487795335209633, 42.3387266667, 4689501.31921, -71.09005, 327824.428078, 4689501.31921, 19
1487795336209502, 42.3387266667, 4689501.31921, -71.09005, 327824.428078, 4689501.31921, 19
1487795337208650, 42.3387266667, 4689501.31921, -71.09005, 327824.428078, 4689501.31921, 19
1487795338209014, 42.3387266667, 4689501.31921, -71.09005, 327824.428078, 4689501.31921, 19
1487795339208858, 42.3387266667, 4689501.31921, -71.09005, 327824.428078, 4689501.31921, 19
1487795340209536, 42.338725, 4689501.13414, -71.09005, 327824.423529, 4689501.13414, 19
1487795341209566, 42.338725, 4689501.13414, -71.09005, 327824.423529, 4689501.13414, 19
1487795342208720, 42.338725, 4689501.13414, -71.09005, 327824.423529, 4689501.13414, 19
1487795343208972, 42.338725, 4689501.13414, -71.09005, 327824.423529, 4689501.13414, 19
1487795344208340, 42.338725, 4689501.13414, -71.09005, 327824.423529, 4689501.13414, 19
1487795345207985, 42.338725, 4689501.13414, -71.09005, 327824.423529, 4689501.13414, 19
1487795346208196, 42.338725, 4689501.13414, -71.09005, 327824.423529, 4689501.13414, 19
1487795347209091, 42.338725, 4689501.13414, -71.09005, 327824.423529, 4689501.13414, 19
1487795348208213, 42.338725, 4689501.13414, -71.09005, 327824.423529, 4689501.13414, 19
1487795349208264, 42.3387233333, 4689500.94907, -71.09005, 327824.41898, 4689500.94907, 19
1487795350207975, 42.3387233333, 4689500.94907, -71.09005, 327824.41898, 4689500.94907, 19
1487795351209092, 42.3387233333, 4689500.94907, -71.09005, 327824.41898, 4689500.94907, 19
1487795352208737, 42.3387233333, 4689500.94907, -71.09005, 327824.41898, 4689500.94907, 19
1487795353238369, 42.3387233333, 4689500.94907, -71.09005, 327824.41898, 4689500.94907, 19
1487795354208474, 42.3387233333, 4689500.94907, -71.09005, 327824.41898, 4689500.94907, 19
1487795355208864, 42.3387233333, 4689500.94907, -71.09005, 327824.41898, 4689500.94907, 19
